areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,North East,E12000001,2021-03-26,204,189389
region,North East,E12000001,2021-03-25,219,189185
region,North East,E12000001,2021-03-24,154,188966
region,North East,E12000001,2021-03-23,148,188812
region,North East,E12000001,2021-03-22,305,188664
region,North East,E12000001,2021-03-21,286,188359
region,North East,E12000001,2021-03-20,211,188073
region,North East,E12000001,2021-03-19,241,187862
region,North East,E12000001,2021-03-18,258,187621
region,North East,E12000001,2021-03-17,300,187363
region,North East,E12000001,2021-03-16,302,187063
region,North East,E12000001,2021-03-15,312,186761
region,North East,E12000001,2021-03-14,202,186449
region,North East,E12000001,2021-03-13,256,186247
region,North East,E12000001,2021-03-12,289,185991
region,North East,E12000001,2021-03-11,300,185702
region,North East,E12000001,2021-03-10,314,185402
region,North East,E12000001,2021-03-09,366,185088
region,North East,E12000001,2021-03-08,348,184722
region,North East,E12000001,2021-03-07,214,184374
region,North East,E12000001,2021-03-06,240,184160
region,North East,E12000001,2021-03-05,272,183920
region,North East,E12000001,2021-03-04,295,183648
region,North East,E12000001,2021-03-03,344,183353
region,North East,E12000001,2021-03-02,317,183009
region,North East,E12000001,2021-03-01,379,182692
region,North East,E12000001,2021-02-28,254,182313
region,North East,E12000001,2021-02-27,281,182059
region,North East,E12000001,2021-02-26,363,181778
region,North East,E12000001,2021-02-25,453,181415
region,North East,E12000001,2021-02-24,433,180962
region,North East,E12000001,2021-02-23,390,180529
region,North East,E12000001,2021-02-22,547,180139
region,North East,E12000001,2021-02-21,405,179592
region,North East,E12000001,2021-02-20,346,179187
region,North East,E12000001,2021-02-19,459,178841
region,North East,E12000001,2021-02-18,576,178382
region,North East,E12000001,2021-02-17,585,177806
region,North East,E12000001,2021-02-16,711,177221
region,North East,E12000001,2021-02-15,719,176510
region,North East,E12000001,2021-02-14,475,175791
region,North East,E12000001,2021-02-13,489,175316
region,North East,E12000001,2021-02-12,556,174827
region,North East,E12000001,2021-02-11,666,174271
region,North East,E12000001,2021-02-10,692,173605
region,North East,E12000001,2021-02-09,674,172913
region,North East,E12000001,2021-02-08,759,172239
region,North East,E12000001,2021-02-07,585,171480
region,North East,E12000001,2021-02-06,575,170895
region,North East,E12000001,2021-02-05,680,170320
region,North East,E12000001,2021-02-04,825,169640
region,North East,E12000001,2021-02-03,860,168815
region,North East,E12000001,2021-02-02,850,167955
region,North East,E12000001,2021-02-01,1003,167105
region,North East,E12000001,2021-01-31,734,166102
region,North East,E12000001,2021-01-30,757,165368
region,North East,E12000001,2021-01-29,874,164611
region,North East,E12000001,2021-01-28,944,163737
region,North East,E12000001,2021-01-27,975,162793
region,North East,E12000001,2021-01-26,1070,161818
region,North East,E12000001,2021-01-25,1176,160748
region,North East,E12000001,2021-01-24,720,159572
region,North East,E12000001,2021-01-23,731,158852
region,North East,E12000001,2021-01-22,964,158121
region,North East,E12000001,2021-01-21,1112,157157
region,North East,E12000001,2021-01-20,1298,156045
region,North East,E12000001,2021-01-19,1256,154747
region,North East,E12000001,2021-01-18,1553,153491
region,North East,E12000001,2021-01-17,945,151938
region,North East,E12000001,2021-01-16,1010,150993
region,North East,E12000001,2021-01-15,1219,149983
region,North East,E12000001,2021-01-14,1224,148764
region,North East,E12000001,2021-01-13,1393,147540
region,North East,E12000001,2021-01-12,1426,146147
region,North East,E12000001,2021-01-11,1686,144721
region,North East,E12000001,2021-01-10,1058,143035
region,North East,E12000001,2021-01-09,1002,141977
region,North East,E12000001,2021-01-08,1148,140975
region,North East,E12000001,2021-01-07,1474,139827
region,North East,E12000001,2021-01-06,1505,138353
region,North East,E12000001,2021-01-05,1732,136848
region,North East,E12000001,2021-01-04,2290,135116
region,North East,E12000001,2021-01-03,1673,132826
region,North East,E12000001,2021-01-02,1762,131153
region,North East,E12000001,2021-01-01,950,129391
region,North East,E12000001,2020-12-31,1562,128441
region,North East,E12000001,2020-12-30,2279,126879
region,North East,E12000001,2020-12-29,2433,124600
region,North East,E12000001,2020-12-28,1435,122167
region,North East,E12000001,2020-12-27,1282,120732
region,North East,E12000001,2020-12-26,976,119450
region,North East,E12000001,2020-12-25,312,118474
region,North East,E12000001,2020-12-24,777,118162
region,North East,E12000001,2020-12-23,1081,117385
region,North East,E12000001,2020-12-22,1142,116304
region,North East,E12000001,2020-12-21,1011,115162
region,North East,E12000001,2020-12-20,754,114151
region,North East,E12000001,2020-12-19,605,113397
region,North East,E12000001,2020-12-18,784,112792
region,North East,E12000001,2020-12-17,648,112008
region,North East,E12000001,2020-12-16,819,111360
region,North East,E12000001,2020-12-15,894,110541
region,North East,E12000001,2020-12-14,904,109647
region,North East,E12000001,2020-12-13,572,108743
region,North East,E12000001,2020-12-12,508,108171
region,North East,E12000001,2020-12-11,648,107663
region,North East,E12000001,2020-12-10,646,107015
region,North East,E12000001,2020-12-09,638,106369
region,North East,E12000001,2020-12-08,720,105731
region,North East,E12000001,2020-12-07,758,105011
region,North East,E12000001,2020-12-06,511,104253
region,North East,E12000001,2020-12-05,418,103742
region,North East,E12000001,2020-12-04,560,103324
region,North East,E12000001,2020-12-03,593,102764
region,North East,E12000001,2020-12-02,641,102171
region,North East,E12000001,2020-12-01,649,101530
region,North East,E12000001,2020-11-30,768,100881
region,North East,E12000001,2020-11-29,455,100113
region,North East,E12000001,2020-11-28,494,99658
region,North East,E12000001,2020-11-27,643,99164
region,North East,E12000001,2020-11-26,704,98521
region,North East,E12000001,2020-11-25,805,97817
region,North East,E12000001,2020-11-24,851,97012
region,North East,E12000001,2020-11-23,971,96161
region,North East,E12000001,2020-11-22,626,95190
region,North East,E12000001,2020-11-21,678,94564
region,North East,E12000001,2020-11-20,942,93886
region,North East,E12000001,2020-11-19,1021,92944
region,North East,E12000001,2020-11-18,1337,91923
region,North East,E12000001,2020-11-17,1466,90586
region,North East,E12000001,2020-11-16,1569,89120
region,North East,E12000001,2020-11-15,1053,87551
region,North East,E12000001,2020-11-14,1051,86498
region,North East,E12000001,2020-11-13,1520,85447
region,North East,E12000001,2020-11-12,1533,83927
region,North East,E12000001,2020-11-11,1856,82394
region,North East,E12000001,2020-11-10,1776,80538
region,North East,E12000001,2020-11-09,2057,78762
region,North East,E12000001,2020-11-08,1292,76705
region,North East,E12000001,2020-11-07,1345,75413
region,North East,E12000001,2020-11-06,1461,74068
region,North East,E12000001,2020-11-05,1482,72607
region,North East,E12000001,2020-11-04,1415,71125
region,North East,E12000001,2020-11-03,1517,69710
region,North East,E12000001,2020-11-02,1672,68193
region,North East,E12000001,2020-11-01,994,66521
region,North East,E12000001,2020-10-31,884,65527
region,North East,E12000001,2020-10-30,1206,64643
region,North East,E12000001,2020-10-29,1120,63437
region,North East,E12000001,2020-10-28,1166,62317
region,North East,E12000001,2020-10-27,1173,61151
region,North East,E12000001,2020-10-26,1318,59978
region,North East,E12000001,2020-10-25,849,58660
region,North East,E12000001,2020-10-24,861,57811
region,North East,E12000001,2020-10-23,1037,56950
region,North East,E12000001,2020-10-22,1227,55913
region,North East,E12000001,2020-10-21,1506,54686
region,North East,E12000001,2020-10-20,1431,53180
region,North East,E12000001,2020-10-19,1408,51749
region,North East,E12000001,2020-10-18,824,50341
region,North East,E12000001,2020-10-17,808,49517
region,North East,E12000001,2020-10-16,1078,48709
region,North East,E12000001,2020-10-15,1166,47631
region,North East,E12000001,2020-10-14,1383,46465
region,North East,E12000001,2020-10-13,1288,45082
region,North East,E12000001,2020-10-12,1384,43794
region,North East,E12000001,2020-10-11,925,42410
region,North East,E12000001,2020-10-10,842,41485
region,North East,E12000001,2020-10-09,1175,40643
region,North East,E12000001,2020-10-08,1365,39468
region,North East,E12000001,2020-10-07,1465,38103
region,North East,E12000001,2020-10-06,1442,36638
region,North East,E12000001,2020-10-05,1367,35196
region,North East,E12000001,2020-10-04,1193,33829
region,North East,E12000001,2020-10-03,1160,32636
region,North East,E12000001,2020-10-02,1215,31476
region,North East,E12000001,2020-10-01,1180,30261
region,North East,E12000001,2020-09-30,957,29081
region,North East,E12000001,2020-09-29,1044,28124
region,North East,E12000001,2020-09-28,971,27080
region,North East,E12000001,2020-09-27,658,26109
region,North East,E12000001,2020-09-26,779,25451
region,North East,E12000001,2020-09-25,605,24672
region,North East,E12000001,2020-09-24,719,24067
region,North East,E12000001,2020-09-23,639,23348
region,North East,E12000001,2020-09-22,548,22709
region,North East,E12000001,2020-09-21,612,22161
region,North East,E12000001,2020-09-20,588,21549
region,North East,E12000001,2020-09-19,433,20961
region,North East,E12000001,2020-09-18,463,20528
region,North East,E12000001,2020-09-17,370,20065
region,North East,E12000001,2020-09-16,329,19695
region,North East,E12000001,2020-09-15,265,19366
region,North East,E12000001,2020-09-14,196,19101
region,North East,E12000001,2020-09-13,141,18905
region,North East,E12000001,2020-09-12,155,18764
region,North East,E12000001,2020-09-11,199,18609
region,North East,E12000001,2020-09-10,236,18410
region,North East,E12000001,2020-09-09,234,18174
region,North East,E12000001,2020-09-08,223,17940
region,North East,E12000001,2020-09-07,203,17717
region,North East,E12000001,2020-09-06,170,17514
region,North East,E12000001,2020-09-05,233,17344
region,North East,E12000001,2020-09-04,176,17111
region,North East,E12000001,2020-09-03,203,16935
region,North East,E12000001,2020-09-02,127,16732
region,North East,E12000001,2020-09-01,117,16605
region,North East,E12000001,2020-08-31,91,16488
region,North East,E12000001,2020-08-30,61,16397
region,North East,E12000001,2020-08-29,78,16336
region,North East,E12000001,2020-08-28,67,16258
region,North East,E12000001,2020-08-27,67,16191
region,North East,E12000001,2020-08-26,68,16124
region,North East,E12000001,2020-08-25,49,16056
region,North East,E12000001,2020-08-24,40,16007
region,North East,E12000001,2020-08-23,23,15967
region,North East,E12000001,2020-08-22,33,15944
region,North East,E12000001,2020-08-21,42,15911
region,North East,E12000001,2020-08-20,43,15869
region,North East,E12000001,2020-08-19,48,15826
region,North East,E12000001,2020-08-18,36,15778
region,North East,E12000001,2020-08-17,32,15742
region,North East,E12000001,2020-08-16,11,15710
region,North East,E12000001,2020-08-15,19,15699
region,North East,E12000001,2020-08-14,31,15680
region,North East,E12000001,2020-08-13,53,15649
region,North East,E12000001,2020-08-12,39,15596
region,North East,E12000001,2020-08-11,45,15557
region,North East,E12000001,2020-08-10,21,15512
region,North East,E12000001,2020-08-09,15,15491
region,North East,E12000001,2020-08-08,12,15476
region,North East,E12000001,2020-08-07,15,15464
region,North East,E12000001,2020-08-06,24,15449
region,North East,E12000001,2020-08-05,30,15425
region,North East,E12000001,2020-08-04,20,15395
region,North East,E12000001,2020-08-03,19,15375
region,North East,E12000001,2020-08-02,16,15356
region,North East,E12000001,2020-08-01,9,15340
region,North East,E12000001,2020-07-31,12,15331
region,North East,E12000001,2020-07-30,15,15319
region,North East,E12000001,2020-07-29,21,15304
region,North East,E12000001,2020-07-28,5,15283
region,North East,E12000001,2020-07-27,9,15278
region,North East,E12000001,2020-07-26,6,15269
region,North East,E12000001,2020-07-25,5,15263
region,North East,E12000001,2020-07-24,6,15258
region,North East,E12000001,2020-07-23,8,15252
region,North East,E12000001,2020-07-22,16,15244
region,North East,E12000001,2020-07-21,14,15228
region,North East,E12000001,2020-07-20,11,15214
region,North East,E12000001,2020-07-19,7,15203
region,North East,E12000001,2020-07-18,4,15196
region,North East,E12000001,2020-07-17,10,15192
region,North East,E12000001,2020-07-16,15,15182
region,North East,E12000001,2020-07-15,16,15167
region,North East,E12000001,2020-07-14,12,15151
region,North East,E12000001,2020-07-13,9,15139
region,North East,E12000001,2020-07-12,2,15130
region,North East,E12000001,2020-07-11,7,15128
region,North East,E12000001,2020-07-10,10,15121
region,North East,E12000001,2020-07-09,18,15111
region,North East,E12000001,2020-07-08,12,15093
region,North East,E12000001,2020-07-07,12,15081
region,North East,E12000001,2020-07-06,11,15069
region,North East,E12000001,2020-07-05,4,15058
region,North East,E12000001,2020-07-04,9,15054
region,North East,E12000001,2020-07-03,8,15045
region,North East,E12000001,2020-07-02,9,15037
region,North East,E12000001,2020-07-01,7,15028
region,North East,E12000001,2020-06-30,11,15021
region,North East,E12000001,2020-06-29,10,15010
region,North East,E12000001,2020-06-28,9,15000
region,North East,E12000001,2020-06-27,14,14991
region,North East,E12000001,2020-06-26,8,14977
region,North East,E12000001,2020-06-25,12,14969
region,North East,E12000001,2020-06-24,11,14957
region,North East,E12000001,2020-06-23,26,14946
region,North East,E12000001,2020-06-22,24,14920
region,North East,E12000001,2020-06-21,4,14896
region,North East,E12000001,2020-06-20,17,14892
region,North East,E12000001,2020-06-19,14,14875
region,North East,E12000001,2020-06-18,23,14861
region,North East,E12000001,2020-06-17,19,14838
region,North East,E12000001,2020-06-16,18,14819
region,North East,E12000001,2020-06-15,32,14801
region,North East,E12000001,2020-06-14,30,14769
region,North East,E12000001,2020-06-13,32,14739
region,North East,E12000001,2020-06-12,40,14707
region,North East,E12000001,2020-06-11,23,14667
region,North East,E12000001,2020-06-10,36,14644
region,North East,E12000001,2020-06-09,39,14608
region,North East,E12000001,2020-06-08,35,14569
region,North East,E12000001,2020-06-07,17,14534
region,North East,E12000001,2020-06-06,28,14517
region,North East,E12000001,2020-06-05,42,14489
region,North East,E12000001,2020-06-04,59,14447
region,North East,E12000001,2020-06-03,51,14388
region,North East,E12000001,2020-06-02,59,14337
region,North East,E12000001,2020-06-01,71,14278
region,North East,E12000001,2020-05-31,46,14207
region,North East,E12000001,2020-05-30,46,14161
region,North East,E12000001,2020-05-29,70,14115
region,North East,E12000001,2020-05-28,49,14045
region,North East,E12000001,2020-05-27,116,13996
region,North East,E12000001,2020-05-26,100,13880
region,North East,E12000001,2020-05-25,59,13780
region,North East,E12000001,2020-05-24,76,13721
region,North East,E12000001,2020-05-23,76,13645
region,North East,E12000001,2020-05-22,95,13569
region,North East,E12000001,2020-05-21,129,13474
region,North East,E12000001,2020-05-20,131,13345
region,North East,E12000001,2020-05-19,122,13214
region,North East,E12000001,2020-05-18,146,13092
region,North East,E12000001,2020-05-17,98,12946
region,North East,E12000001,2020-05-16,126,12848
region,North East,E12000001,2020-05-15,137,12722
region,North East,E12000001,2020-05-14,138,12585
region,North East,E12000001,2020-05-13,143,12447
region,North East,E12000001,2020-05-12,218,12304
region,North East,E12000001,2020-05-11,228,12086
region,North East,E12000001,2020-05-10,147,11858
region,North East,E12000001,2020-05-09,150,11711
region,North East,E12000001,2020-05-08,159,11561
region,North East,E12000001,2020-05-07,199,11402
region,North East,E12000001,2020-05-06,242,11203
region,North East,E12000001,2020-05-05,252,10961
region,North East,E12000001,2020-05-04,231,10709
region,North East,E12000001,2020-05-03,162,10478
region,North East,E12000001,2020-05-02,183,10316
region,North East,E12000001,2020-05-01,272,10133
region,North East,E12000001,2020-04-30,383,9861
region,North East,E12000001,2020-04-29,355,9478
region,North East,E12000001,2020-04-28,358,9123
region,North East,E12000001,2020-04-27,281,8765
region,North East,E12000001,2020-04-26,159,8484
region,North East,E12000001,2020-04-25,215,8325
region,North East,E12000001,2020-04-24,330,8110
region,North East,E12000001,2020-04-23,330,7780
region,North East,E12000001,2020-04-22,361,7450
region,North East,E12000001,2020-04-21,287,7089
region,North East,E12000001,2020-04-20,314,6802
region,North East,E12000001,2020-04-19,274,6488
region,North East,E12000001,2020-04-18,378,6214
region,North East,E12000001,2020-04-17,291,5836
region,North East,E12000001,2020-04-16,294,5545
region,North East,E12000001,2020-04-15,282,5251
region,North East,E12000001,2020-04-14,257,4969
region,North East,E12000001,2020-04-13,232,4712
region,North East,E12000001,2020-04-12,201,4480
region,North East,E12000001,2020-04-11,266,4279
region,North East,E12000001,2020-04-10,245,4013
region,North East,E12000001,2020-04-09,313,3768
region,North East,E12000001,2020-04-08,288,3455
region,North East,E12000001,2020-04-07,350,3167
region,North East,E12000001,2020-04-06,375,2817
region,North East,E12000001,2020-04-05,222,2442
region,North East,E12000001,2020-04-04,254,2220
region,North East,E12000001,2020-04-03,260,1966
region,North East,E12000001,2020-04-02,219,1706
region,North East,E12000001,2020-04-01,307,1487
region,North East,E12000001,2020-03-31,210,1180
region,North East,E12000001,2020-03-30,176,970
region,North East,E12000001,2020-03-29,107,794
region,North East,E12000001,2020-03-28,113,687
region,North East,E12000001,2020-03-27,102,574
region,North East,E12000001,2020-03-26,98,472
region,North East,E12000001,2020-03-25,76,374
region,North East,E12000001,2020-03-24,76,298
region,North East,E12000001,2020-03-23,58,222
region,North East,E12000001,2020-03-22,20,164
region,North East,E12000001,2020-03-21,23,144
region,North East,E12000001,2020-03-20,26,121
region,North East,E12000001,2020-03-19,19,95
region,North East,E12000001,2020-03-18,14,76
region,North East,E12000001,2020-03-17,16,62
region,North East,E12000001,2020-03-16,7,46
region,North East,E12000001,2020-03-15,10,39
region,North East,E12000001,2020-03-14,6,29
region,North East,E12000001,2020-03-13,6,23
region,North East,E12000001,2020-03-12,2,17
region,North East,E12000001,2020-03-11,1,15
region,North East,E12000001,2020-03-10,4,14
region,North East,E12000001,2020-03-09,3,10
region,North East,E12000001,2020-03-08,0,7
region,North East,E12000001,2020-03-07,2,7
region,North East,E12000001,2020-03-06,1,5
region,North East,E12000001,2020-03-05,2,4
region,North East,E12000001,2020-03-04,1,2
region,North East,E12000001,2020-03-03,0,1
region,North East,E12000001,2020-03-02,1,1
