areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
region,East Midlands,E12000004,2021-03-02,671,308232
region,East Midlands,E12000004,2021-03-01,758,307561
region,East Midlands,E12000004,2021-02-28,485,306803
region,East Midlands,E12000004,2021-02-27,519,306318
region,East Midlands,E12000004,2021-02-26,674,305799
region,East Midlands,E12000004,2021-02-25,799,305125
region,East Midlands,E12000004,2021-02-24,963,304326
region,East Midlands,E12000004,2021-02-23,1133,303363
region,East Midlands,E12000004,2021-02-22,1354,302230
region,East Midlands,E12000004,2021-02-21,868,300876
region,East Midlands,E12000004,2021-02-20,797,300008
region,East Midlands,E12000004,2021-02-19,1096,299211
region,East Midlands,E12000004,2021-02-18,1198,298115
region,East Midlands,E12000004,2021-02-17,1290,296917
region,East Midlands,E12000004,2021-02-16,1296,295627
region,East Midlands,E12000004,2021-02-15,1677,294331
region,East Midlands,E12000004,2021-02-14,912,292654
region,East Midlands,E12000004,2021-02-13,909,291742
region,East Midlands,E12000004,2021-02-12,1264,290833
region,East Midlands,E12000004,2021-02-11,1350,289569
region,East Midlands,E12000004,2021-02-10,1297,288219
region,East Midlands,E12000004,2021-02-09,1356,286922
region,East Midlands,E12000004,2021-02-08,1642,285566
region,East Midlands,E12000004,2021-02-07,1107,283924
region,East Midlands,E12000004,2021-02-06,1117,282817
region,East Midlands,E12000004,2021-02-05,1448,281700
region,East Midlands,E12000004,2021-02-04,1668,280252
region,East Midlands,E12000004,2021-02-03,1752,278584
region,East Midlands,E12000004,2021-02-02,1851,276832
region,East Midlands,E12000004,2021-02-01,2068,274981
region,East Midlands,E12000004,2021-01-31,1379,272913
region,East Midlands,E12000004,2021-01-30,1457,271534
region,East Midlands,E12000004,2021-01-29,1868,270077
region,East Midlands,E12000004,2021-01-28,2188,268209
region,East Midlands,E12000004,2021-01-27,2236,266021
region,East Midlands,E12000004,2021-01-26,2301,263785
region,East Midlands,E12000004,2021-01-25,2073,261484
region,East Midlands,E12000004,2021-01-24,1232,259411
region,East Midlands,E12000004,2021-01-23,1747,258179
region,East Midlands,E12000004,2021-01-22,2309,256432
region,East Midlands,E12000004,2021-01-21,2579,254123
region,East Midlands,E12000004,2021-01-20,2684,251544
region,East Midlands,E12000004,2021-01-19,3182,248860
region,East Midlands,E12000004,2021-01-18,3225,245678
region,East Midlands,E12000004,2021-01-17,2087,242453
region,East Midlands,E12000004,2021-01-16,2060,240366
region,East Midlands,E12000004,2021-01-15,2714,238306
region,East Midlands,E12000004,2021-01-14,2797,235592
region,East Midlands,E12000004,2021-01-13,2832,232795
region,East Midlands,E12000004,2021-01-12,3245,229963
region,East Midlands,E12000004,2021-01-11,3538,226718
region,East Midlands,E12000004,2021-01-10,2157,223180
region,East Midlands,E12000004,2021-01-09,2326,221023
region,East Midlands,E12000004,2021-01-08,2797,218697
region,East Midlands,E12000004,2021-01-07,2974,215900
region,East Midlands,E12000004,2021-01-06,3191,212926
region,East Midlands,E12000004,2021-01-05,3494,209735
region,East Midlands,E12000004,2021-01-04,4283,206241
region,East Midlands,E12000004,2021-01-03,2993,201958
region,East Midlands,E12000004,2021-01-02,3407,198965
region,East Midlands,E12000004,2021-01-01,1660,195558
region,East Midlands,E12000004,2020-12-31,2976,193898
region,East Midlands,E12000004,2020-12-30,3610,190922
region,East Midlands,E12000004,2020-12-29,3965,187312
region,East Midlands,E12000004,2020-12-28,2489,183347
region,East Midlands,E12000004,2020-12-27,2392,180858
region,East Midlands,E12000004,2020-12-26,1860,178466
region,East Midlands,E12000004,2020-12-25,696,176606
region,East Midlands,E12000004,2020-12-24,1435,175910
region,East Midlands,E12000004,2020-12-23,2005,174475
region,East Midlands,E12000004,2020-12-22,2075,172470
region,East Midlands,E12000004,2020-12-21,2391,170395
region,East Midlands,E12000004,2020-12-20,1691,168004
region,East Midlands,E12000004,2020-12-19,1333,166313
region,East Midlands,E12000004,2020-12-18,1699,164980
region,East Midlands,E12000004,2020-12-17,1679,163281
region,East Midlands,E12000004,2020-12-16,1685,161602
region,East Midlands,E12000004,2020-12-15,1722,159917
region,East Midlands,E12000004,2020-12-14,2041,158195
region,East Midlands,E12000004,2020-12-13,1046,156154
region,East Midlands,E12000004,2020-12-12,1028,155108
region,East Midlands,E12000004,2020-12-11,1434,154080
region,East Midlands,E12000004,2020-12-10,1430,152646
region,East Midlands,E12000004,2020-12-09,1394,151216
region,East Midlands,E12000004,2020-12-08,1406,149822
region,East Midlands,E12000004,2020-12-07,1569,148416
region,East Midlands,E12000004,2020-12-06,956,146847
region,East Midlands,E12000004,2020-12-05,852,145891
region,East Midlands,E12000004,2020-12-04,1091,145039
region,East Midlands,E12000004,2020-12-03,1238,143948
region,East Midlands,E12000004,2020-12-02,1256,142710
region,East Midlands,E12000004,2020-12-01,1263,141454
region,East Midlands,E12000004,2020-11-30,1439,140191
region,East Midlands,E12000004,2020-11-29,796,138752
region,East Midlands,E12000004,2020-11-28,873,137956
region,East Midlands,E12000004,2020-11-27,1121,137083
region,East Midlands,E12000004,2020-11-26,1169,135962
region,East Midlands,E12000004,2020-11-25,1343,134793
region,East Midlands,E12000004,2020-11-24,1457,133450
region,East Midlands,E12000004,2020-11-23,1629,131993
region,East Midlands,E12000004,2020-11-22,1010,130364
region,East Midlands,E12000004,2020-11-21,1093,129354
region,East Midlands,E12000004,2020-11-20,1472,128261
region,East Midlands,E12000004,2020-11-19,1496,126789
region,East Midlands,E12000004,2020-11-18,1832,125293
region,East Midlands,E12000004,2020-11-17,2106,123461
region,East Midlands,E12000004,2020-11-16,2578,121355
region,East Midlands,E12000004,2020-11-15,1410,118777
region,East Midlands,E12000004,2020-11-14,1711,117367
region,East Midlands,E12000004,2020-11-13,2148,115656
region,East Midlands,E12000004,2020-11-12,2173,113508
region,East Midlands,E12000004,2020-11-11,2650,111335
region,East Midlands,E12000004,2020-11-10,2659,108685
region,East Midlands,E12000004,2020-11-09,2993,106026
region,East Midlands,E12000004,2020-11-08,2014,103033
region,East Midlands,E12000004,2020-11-07,1753,101019
region,East Midlands,E12000004,2020-11-06,2292,99266
region,East Midlands,E12000004,2020-11-05,2196,96974
region,East Midlands,E12000004,2020-11-04,2142,94778
region,East Midlands,E12000004,2020-11-03,2360,92636
region,East Midlands,E12000004,2020-11-02,3246,90276
region,East Midlands,E12000004,2020-11-01,1226,87030
region,East Midlands,E12000004,2020-10-31,1501,85804
region,East Midlands,E12000004,2020-10-30,2059,84303
region,East Midlands,E12000004,2020-10-29,2100,82244
region,East Midlands,E12000004,2020-10-28,2143,80144
region,East Midlands,E12000004,2020-10-27,2046,78001
region,East Midlands,E12000004,2020-10-26,2355,75955
region,East Midlands,E12000004,2020-10-25,1475,73600
region,East Midlands,E12000004,2020-10-24,1460,72125
region,East Midlands,E12000004,2020-10-23,1839,70665
region,East Midlands,E12000004,2020-10-22,2123,68826
region,East Midlands,E12000004,2020-10-21,2114,66703
region,East Midlands,E12000004,2020-10-20,2128,64589
region,East Midlands,E12000004,2020-10-19,2381,62461
region,East Midlands,E12000004,2020-10-18,1084,60080
region,East Midlands,E12000004,2020-10-17,1203,58996
region,East Midlands,E12000004,2020-10-16,1292,57793
region,East Midlands,E12000004,2020-10-15,1427,56501
region,East Midlands,E12000004,2020-10-14,1791,55074
region,East Midlands,E12000004,2020-10-13,1574,53283
region,East Midlands,E12000004,2020-10-12,1763,51709
region,East Midlands,E12000004,2020-10-11,1107,49946
region,East Midlands,E12000004,2020-10-10,1118,48839
region,East Midlands,E12000004,2020-10-09,1438,47721
region,East Midlands,E12000004,2020-10-08,1930,46283
region,East Midlands,E12000004,2020-10-07,1691,44353
region,East Midlands,E12000004,2020-10-06,1494,42662
region,East Midlands,E12000004,2020-10-05,1564,41168
region,East Midlands,E12000004,2020-10-04,1154,39604
region,East Midlands,E12000004,2020-10-03,1019,38450
region,East Midlands,E12000004,2020-10-02,1198,37431
region,East Midlands,E12000004,2020-10-01,1042,36233
region,East Midlands,E12000004,2020-09-30,871,35191
region,East Midlands,E12000004,2020-09-29,606,34320
region,East Midlands,E12000004,2020-09-28,560,33714
region,East Midlands,E12000004,2020-09-27,395,33154
region,East Midlands,E12000004,2020-09-26,326,32759
region,East Midlands,E12000004,2020-09-25,326,32433
region,East Midlands,E12000004,2020-09-24,336,32107
region,East Midlands,E12000004,2020-09-23,295,31771
region,East Midlands,E12000004,2020-09-22,269,31476
region,East Midlands,E12000004,2020-09-21,292,31207
region,East Midlands,E12000004,2020-09-20,265,30915
region,East Midlands,E12000004,2020-09-19,248,30650
region,East Midlands,E12000004,2020-09-18,258,30402
region,East Midlands,E12000004,2020-09-17,251,30144
region,East Midlands,E12000004,2020-09-16,243,29893
region,East Midlands,E12000004,2020-09-15,206,29650
region,East Midlands,E12000004,2020-09-14,201,29444
region,East Midlands,E12000004,2020-09-13,124,29243
region,East Midlands,E12000004,2020-09-12,142,29119
region,East Midlands,E12000004,2020-09-11,218,28977
region,East Midlands,E12000004,2020-09-10,207,28759
region,East Midlands,E12000004,2020-09-09,253,28552
region,East Midlands,E12000004,2020-09-08,313,28299
region,East Midlands,E12000004,2020-09-07,344,27986
region,East Midlands,E12000004,2020-09-06,135,27642
region,East Midlands,E12000004,2020-09-05,166,27507
region,East Midlands,E12000004,2020-09-04,181,27341
region,East Midlands,E12000004,2020-09-03,234,27160
region,East Midlands,E12000004,2020-09-02,244,26926
region,East Midlands,E12000004,2020-09-01,157,26682
region,East Midlands,E12000004,2020-08-31,86,26525
region,East Midlands,E12000004,2020-08-30,61,26439
region,East Midlands,E12000004,2020-08-29,48,26378
region,East Midlands,E12000004,2020-08-28,95,26330
region,East Midlands,E12000004,2020-08-27,84,26235
region,East Midlands,E12000004,2020-08-26,91,26151
region,East Midlands,E12000004,2020-08-25,73,26060
region,East Midlands,E12000004,2020-08-24,87,25987
region,East Midlands,E12000004,2020-08-23,52,25900
region,East Midlands,E12000004,2020-08-22,49,25848
region,East Midlands,E12000004,2020-08-21,101,25799
region,East Midlands,E12000004,2020-08-20,100,25698
region,East Midlands,E12000004,2020-08-19,101,25598
region,East Midlands,E12000004,2020-08-18,77,25497
region,East Midlands,E12000004,2020-08-17,137,25420
region,East Midlands,E12000004,2020-08-16,58,25283
region,East Midlands,E12000004,2020-08-15,55,25225
region,East Midlands,E12000004,2020-08-14,87,25170
region,East Midlands,E12000004,2020-08-13,109,25083
region,East Midlands,E12000004,2020-08-12,119,24974
region,East Midlands,E12000004,2020-08-11,177,24855
region,East Midlands,E12000004,2020-08-10,211,24678
region,East Midlands,E12000004,2020-08-09,71,24467
region,East Midlands,E12000004,2020-08-08,73,24396
region,East Midlands,E12000004,2020-08-07,90,24323
region,East Midlands,E12000004,2020-08-06,113,24233
region,East Midlands,E12000004,2020-08-05,115,24120
region,East Midlands,E12000004,2020-08-04,88,24005
region,East Midlands,E12000004,2020-08-03,108,23917
region,East Midlands,E12000004,2020-08-02,54,23809
region,East Midlands,E12000004,2020-08-01,69,23755
region,East Midlands,E12000004,2020-07-31,75,23686
region,East Midlands,E12000004,2020-07-30,111,23611
region,East Midlands,E12000004,2020-07-29,108,23500
region,East Midlands,E12000004,2020-07-28,77,23392
region,East Midlands,E12000004,2020-07-27,92,23315
region,East Midlands,E12000004,2020-07-26,38,23223
region,East Midlands,E12000004,2020-07-25,44,23185
region,East Midlands,E12000004,2020-07-24,83,23141
region,East Midlands,E12000004,2020-07-23,94,23058
region,East Midlands,E12000004,2020-07-22,88,22964
region,East Midlands,E12000004,2020-07-21,68,22876
region,East Midlands,E12000004,2020-07-20,83,22808
region,East Midlands,E12000004,2020-07-19,48,22725
region,East Midlands,E12000004,2020-07-18,63,22677
region,East Midlands,E12000004,2020-07-17,80,22614
region,East Midlands,E12000004,2020-07-16,92,22534
region,East Midlands,E12000004,2020-07-15,114,22442
region,East Midlands,E12000004,2020-07-14,89,22328
region,East Midlands,E12000004,2020-07-13,105,22239
region,East Midlands,E12000004,2020-07-12,46,22134
region,East Midlands,E12000004,2020-07-11,94,22088
region,East Midlands,E12000004,2020-07-10,99,21994
region,East Midlands,E12000004,2020-07-09,95,21895
region,East Midlands,E12000004,2020-07-08,110,21800
region,East Midlands,E12000004,2020-07-07,108,21690
region,East Midlands,E12000004,2020-07-06,139,21582
region,East Midlands,E12000004,2020-07-05,127,21443
region,East Midlands,E12000004,2020-07-04,85,21316
region,East Midlands,E12000004,2020-07-03,108,21231
region,East Midlands,E12000004,2020-07-02,105,21123
region,East Midlands,E12000004,2020-07-01,120,21018
region,East Midlands,E12000004,2020-06-30,129,20898
region,East Midlands,E12000004,2020-06-29,129,20769
region,East Midlands,E12000004,2020-06-28,78,20640
region,East Midlands,E12000004,2020-06-27,87,20562
region,East Midlands,E12000004,2020-06-26,114,20475
region,East Midlands,E12000004,2020-06-25,125,20361
region,East Midlands,E12000004,2020-06-24,172,20236
region,East Midlands,E12000004,2020-06-23,169,20064
region,East Midlands,E12000004,2020-06-22,177,19895
region,East Midlands,E12000004,2020-06-21,130,19718
region,East Midlands,E12000004,2020-06-20,143,19588
region,East Midlands,E12000004,2020-06-19,153,19445
region,East Midlands,E12000004,2020-06-18,168,19292
region,East Midlands,E12000004,2020-06-17,164,19124
region,East Midlands,E12000004,2020-06-16,160,18960
region,East Midlands,E12000004,2020-06-15,167,18800
region,East Midlands,E12000004,2020-06-14,144,18633
region,East Midlands,E12000004,2020-06-13,134,18489
region,East Midlands,E12000004,2020-06-12,174,18355
region,East Midlands,E12000004,2020-06-11,181,18181
region,East Midlands,E12000004,2020-06-10,167,18000
region,East Midlands,E12000004,2020-06-09,177,17833
region,East Midlands,E12000004,2020-06-08,174,17656
region,East Midlands,E12000004,2020-06-07,127,17482
region,East Midlands,E12000004,2020-06-06,105,17355
region,East Midlands,E12000004,2020-06-05,153,17250
region,East Midlands,E12000004,2020-06-04,143,17097
region,East Midlands,E12000004,2020-06-03,173,16954
region,East Midlands,E12000004,2020-06-02,218,16781
region,East Midlands,E12000004,2020-06-01,217,16563
region,East Midlands,E12000004,2020-05-31,151,16346
region,East Midlands,E12000004,2020-05-30,139,16195
region,East Midlands,E12000004,2020-05-29,171,16056
region,East Midlands,E12000004,2020-05-28,191,15885
region,East Midlands,E12000004,2020-05-27,197,15694
region,East Midlands,E12000004,2020-05-26,160,15497
region,East Midlands,E12000004,2020-05-25,192,15337
region,East Midlands,E12000004,2020-05-24,145,15145
region,East Midlands,E12000004,2020-05-23,164,15000
region,East Midlands,E12000004,2020-05-22,240,14836
region,East Midlands,E12000004,2020-05-21,280,14596
region,East Midlands,E12000004,2020-05-20,275,14316
region,East Midlands,E12000004,2020-05-19,293,14041
region,East Midlands,E12000004,2020-05-18,270,13748
region,East Midlands,E12000004,2020-05-17,204,13478
region,East Midlands,E12000004,2020-05-16,256,13274
region,East Midlands,E12000004,2020-05-15,251,13018
region,East Midlands,E12000004,2020-05-14,226,12767
region,East Midlands,E12000004,2020-05-13,297,12541
region,East Midlands,E12000004,2020-05-12,321,12244
region,East Midlands,E12000004,2020-05-11,304,11923
region,East Midlands,E12000004,2020-05-10,197,11619
region,East Midlands,E12000004,2020-05-09,176,11422
region,East Midlands,E12000004,2020-05-08,269,11246
region,East Midlands,E12000004,2020-05-07,312,10977
region,East Midlands,E12000004,2020-05-06,333,10665
region,East Midlands,E12000004,2020-05-05,284,10332
region,East Midlands,E12000004,2020-05-04,236,10048
region,East Midlands,E12000004,2020-05-03,172,9812
region,East Midlands,E12000004,2020-05-02,199,9640
region,East Midlands,E12000004,2020-05-01,293,9441
region,East Midlands,E12000004,2020-04-30,295,9148
region,East Midlands,E12000004,2020-04-29,379,8853
region,East Midlands,E12000004,2020-04-28,271,8474
region,East Midlands,E12000004,2020-04-27,319,8203
region,East Midlands,E12000004,2020-04-26,243,7884
region,East Midlands,E12000004,2020-04-25,246,7641
region,East Midlands,E12000004,2020-04-24,297,7395
region,East Midlands,E12000004,2020-04-23,273,7098
region,East Midlands,E12000004,2020-04-22,334,6825
region,East Midlands,E12000004,2020-04-21,221,6491
region,East Midlands,E12000004,2020-04-20,187,6270
region,East Midlands,E12000004,2020-04-19,247,6083
region,East Midlands,E12000004,2020-04-18,195,5836
region,East Midlands,E12000004,2020-04-17,257,5641
region,East Midlands,E12000004,2020-04-16,267,5384
region,East Midlands,E12000004,2020-04-15,218,5117
region,East Midlands,E12000004,2020-04-14,210,4899
region,East Midlands,E12000004,2020-04-13,171,4689
region,East Midlands,E12000004,2020-04-12,215,4518
region,East Midlands,E12000004,2020-04-11,174,4303
region,East Midlands,E12000004,2020-04-10,172,4129
region,East Midlands,E12000004,2020-04-09,233,3957
region,East Midlands,E12000004,2020-04-08,187,3724
region,East Midlands,E12000004,2020-04-07,228,3537
region,East Midlands,E12000004,2020-04-06,212,3309
region,East Midlands,E12000004,2020-04-05,149,3097
region,East Midlands,E12000004,2020-04-04,189,2948
region,East Midlands,E12000004,2020-04-03,254,2759
region,East Midlands,E12000004,2020-04-02,212,2505
region,East Midlands,E12000004,2020-04-01,301,2293
region,East Midlands,E12000004,2020-03-31,277,1992
region,East Midlands,E12000004,2020-03-30,206,1715
region,East Midlands,E12000004,2020-03-29,128,1509
region,East Midlands,E12000004,2020-03-28,156,1381
region,East Midlands,E12000004,2020-03-27,137,1225
region,East Midlands,E12000004,2020-03-26,156,1088
region,East Midlands,E12000004,2020-03-25,116,932
region,East Midlands,E12000004,2020-03-24,135,816
region,East Midlands,E12000004,2020-03-23,116,681
region,East Midlands,E12000004,2020-03-22,99,565
region,East Midlands,E12000004,2020-03-21,69,466
region,East Midlands,E12000004,2020-03-20,53,397
region,East Midlands,E12000004,2020-03-19,66,344
region,East Midlands,E12000004,2020-03-18,48,278
region,East Midlands,E12000004,2020-03-17,33,230
region,East Midlands,E12000004,2020-03-16,34,197
region,East Midlands,E12000004,2020-03-15,26,163
region,East Midlands,E12000004,2020-03-14,19,137
region,East Midlands,E12000004,2020-03-13,22,118
region,East Midlands,E12000004,2020-03-12,17,96
region,East Midlands,E12000004,2020-03-11,25,79
region,East Midlands,E12000004,2020-03-10,12,54
region,East Midlands,E12000004,2020-03-09,10,42
region,East Midlands,E12000004,2020-03-08,1,32
region,East Midlands,E12000004,2020-03-07,5,31
region,East Midlands,E12000004,2020-03-06,7,26
region,East Midlands,E12000004,2020-03-05,3,19
region,East Midlands,E12000004,2020-03-04,2,16
region,East Midlands,E12000004,2020-03-03,7,14
region,East Midlands,E12000004,2020-03-02,2,7
region,East Midlands,E12000004,2020-03-01,1,5
region,East Midlands,E12000004,2020-02-29,1,4
region,East Midlands,E12000004,2020-02-28,1,3
region,East Midlands,E12000004,2020-02-27,0,2
region,East Midlands,E12000004,2020-02-26,0,2
region,East Midlands,E12000004,2020-02-25,1,2
region,East Midlands,E12000004,2020-02-24,0,1
region,East Midlands,E12000004,2020-02-23,0,1
region,East Midlands,E12000004,2020-02-22,0,1
region,East Midlands,E12000004,2020-02-21,1,1
