areaCode,areaName,areaType,date,newAdmissions
S92000003,Scotland,nation,2020-09-05,8
S92000003,Scotland,nation,2020-09-04,16
S92000003,Scotland,nation,2020-09-03,4
S92000003,Scotland,nation,2020-09-02,7
S92000003,Scotland,nation,2020-09-01,3
S92000003,Scotland,nation,2020-08-31,4
S92000003,Scotland,nation,2020-08-30,3
S92000003,Scotland,nation,2020-08-29,4
S92000003,Scotland,nation,2020-08-28,6
S92000003,Scotland,nation,2020-08-27,9
S92000003,Scotland,nation,2020-08-26,9
S92000003,Scotland,nation,2020-08-25,8
S92000003,Scotland,nation,2020-08-24,8
S92000003,Scotland,nation,2020-08-23,1
S92000003,Scotland,nation,2020-08-22,6
S92000003,Scotland,nation,2020-08-21,4
S92000003,Scotland,nation,2020-08-20,8
S92000003,Scotland,nation,2020-08-19,4
S92000003,Scotland,nation,2020-08-18,3
S92000003,Scotland,nation,2020-08-17,5
S92000003,Scotland,nation,2020-08-16,2
S92000003,Scotland,nation,2020-08-15,7
S92000003,Scotland,nation,2020-08-14,4
S92000003,Scotland,nation,2020-08-13,2
S92000003,Scotland,nation,2020-08-12,2
S92000003,Scotland,nation,2020-08-11,2
S92000003,Scotland,nation,2020-08-10,5
S92000003,Scotland,nation,2020-08-09,0
S92000003,Scotland,nation,2020-08-08,2
S92000003,Scotland,nation,2020-08-07,4
S92000003,Scotland,nation,2020-08-06,0
S92000003,Scotland,nation,2020-08-05,3
S92000003,Scotland,nation,2020-08-04,1
S92000003,Scotland,nation,2020-08-03,3
S92000003,Scotland,nation,2020-08-02,0
S92000003,Scotland,nation,2020-08-01,2
S92000003,Scotland,nation,2020-07-31,3
S92000003,Scotland,nation,2020-07-30,3
S92000003,Scotland,nation,2020-07-29,2
S92000003,Scotland,nation,2020-07-28,0
S92000003,Scotland,nation,2020-07-27,2
S92000003,Scotland,nation,2020-07-26,0
S92000003,Scotland,nation,2020-07-25,5
S92000003,Scotland,nation,2020-07-24,2
S92000003,Scotland,nation,2020-07-23,1
S92000003,Scotland,nation,2020-07-22,2
S92000003,Scotland,nation,2020-07-21,0
S92000003,Scotland,nation,2020-07-20,0
S92000003,Scotland,nation,2020-07-19,2
S92000003,Scotland,nation,2020-07-18,1
S92000003,Scotland,nation,2020-07-17,1
S92000003,Scotland,nation,2020-07-16,2
S92000003,Scotland,nation,2020-07-15,3
S92000003,Scotland,nation,2020-07-14,1
S92000003,Scotland,nation,2020-07-13,1
S92000003,Scotland,nation,2020-07-12,1
S92000003,Scotland,nation,2020-07-11,3
S92000003,Scotland,nation,2020-07-10,3
S92000003,Scotland,nation,2020-07-09,0
S92000003,Scotland,nation,2020-07-08,0
S92000003,Scotland,nation,2020-07-07,2
S92000003,Scotland,nation,2020-07-06,2
S92000003,Scotland,nation,2020-07-05,1
S92000003,Scotland,nation,2020-07-04,1
S92000003,Scotland,nation,2020-07-03,2
S92000003,Scotland,nation,2020-07-02,1
S92000003,Scotland,nation,2020-07-01,3
S92000003,Scotland,nation,2020-06-30,1
S92000003,Scotland,nation,2020-06-29,1
S92000003,Scotland,nation,2020-06-28,3
S92000003,Scotland,nation,2020-06-27,3
S92000003,Scotland,nation,2020-06-26,0
S92000003,Scotland,nation,2020-06-25,2
S92000003,Scotland,nation,2020-06-24,3
S92000003,Scotland,nation,2020-06-23,5
S92000003,Scotland,nation,2020-06-22,5
S92000003,Scotland,nation,2020-06-21,1
S92000003,Scotland,nation,2020-06-20,2
S92000003,Scotland,nation,2020-06-19,4
S92000003,Scotland,nation,2020-06-18,2
S92000003,Scotland,nation,2020-06-17,5
S92000003,Scotland,nation,2020-06-16,5
S92000003,Scotland,nation,2020-06-15,6
S92000003,Scotland,nation,2020-06-14,6
S92000003,Scotland,nation,2020-06-13,4
S92000003,Scotland,nation,2020-06-12,3
S92000003,Scotland,nation,2020-06-11,7
S92000003,Scotland,nation,2020-06-10,7
S92000003,Scotland,nation,2020-06-09,5
S92000003,Scotland,nation,2020-06-08,3
S92000003,Scotland,nation,2020-06-07,6
S92000003,Scotland,nation,2020-06-06,6
S92000003,Scotland,nation,2020-06-05,10
S92000003,Scotland,nation,2020-06-04,6
S92000003,Scotland,nation,2020-06-03,7
S92000003,Scotland,nation,2020-06-02,5
S92000003,Scotland,nation,2020-06-01,7
S92000003,Scotland,nation,2020-05-31,10
S92000003,Scotland,nation,2020-05-30,4
S92000003,Scotland,nation,2020-05-29,10
S92000003,Scotland,nation,2020-05-28,6
S92000003,Scotland,nation,2020-05-27,11
S92000003,Scotland,nation,2020-05-26,14
S92000003,Scotland,nation,2020-05-25,13
S92000003,Scotland,nation,2020-05-24,8
S92000003,Scotland,nation,2020-05-23,14
S92000003,Scotland,nation,2020-05-22,16
S92000003,Scotland,nation,2020-05-21,13
S92000003,Scotland,nation,2020-05-20,18
S92000003,Scotland,nation,2020-05-19,13
S92000003,Scotland,nation,2020-05-18,27
S92000003,Scotland,nation,2020-05-17,9
S92000003,Scotland,nation,2020-05-16,18
S92000003,Scotland,nation,2020-05-15,31
S92000003,Scotland,nation,2020-05-14,27
S92000003,Scotland,nation,2020-05-13,27
S92000003,Scotland,nation,2020-05-12,37
S92000003,Scotland,nation,2020-05-11,33
S92000003,Scotland,nation,2020-05-10,27
S92000003,Scotland,nation,2020-05-09,21
S92000003,Scotland,nation,2020-05-08,32
S92000003,Scotland,nation,2020-05-07,37
S92000003,Scotland,nation,2020-05-06,44
S92000003,Scotland,nation,2020-05-05,40
S92000003,Scotland,nation,2020-05-04,52
S92000003,Scotland,nation,2020-05-03,40
S92000003,Scotland,nation,2020-05-02,46
S92000003,Scotland,nation,2020-05-01,55
S92000003,Scotland,nation,2020-04-30,56
S92000003,Scotland,nation,2020-04-29,49
S92000003,Scotland,nation,2020-04-28,72
S92000003,Scotland,nation,2020-04-27,74
S92000003,Scotland,nation,2020-04-26,39
S92000003,Scotland,nation,2020-04-25,42
S92000003,Scotland,nation,2020-04-24,91
S92000003,Scotland,nation,2020-04-23,66
S92000003,Scotland,nation,2020-04-22,66
S92000003,Scotland,nation,2020-04-21,69
S92000003,Scotland,nation,2020-04-20,67
S92000003,Scotland,nation,2020-04-19,58
S92000003,Scotland,nation,2020-04-18,75
S92000003,Scotland,nation,2020-04-17,109
S92000003,Scotland,nation,2020-04-16,97
S92000003,Scotland,nation,2020-04-15,98
S92000003,Scotland,nation,2020-04-14,101
S92000003,Scotland,nation,2020-04-13,103
S92000003,Scotland,nation,2020-04-12,85
S92000003,Scotland,nation,2020-04-11,80
S92000003,Scotland,nation,2020-04-10,116
S92000003,Scotland,nation,2020-04-09,132
S92000003,Scotland,nation,2020-04-08,157
S92000003,Scotland,nation,2020-04-07,171
S92000003,Scotland,nation,2020-04-06,203
S92000003,Scotland,nation,2020-04-05,158
S92000003,Scotland,nation,2020-04-04,154
S92000003,Scotland,nation,2020-04-03,214
S92000003,Scotland,nation,2020-04-02,169
S92000003,Scotland,nation,2020-04-01,214
S92000003,Scotland,nation,2020-03-31,186
S92000003,Scotland,nation,2020-03-30,190
S92000003,Scotland,nation,2020-03-29,139
S92000003,Scotland,nation,2020-03-28,160
S92000003,Scotland,nation,2020-03-27,150
S92000003,Scotland,nation,2020-03-26,157
S92000003,Scotland,nation,2020-03-25,125
S92000003,Scotland,nation,2020-03-24,96
S92000003,Scotland,nation,2020-03-23,95
S92000003,Scotland,nation,2020-03-22,53
S92000003,Scotland,nation,2020-03-21,64
S92000003,Scotland,nation,2020-03-20,72
S92000003,Scotland,nation,2020-03-19,44
S92000003,Scotland,nation,2020-03-18,45
S92000003,Scotland,nation,2020-03-17,42
S92000003,Scotland,nation,2020-03-16,30
S92000003,Scotland,nation,2020-03-15,17
S92000003,Scotland,nation,2020-03-14,21
S92000003,Scotland,nation,2020-03-13,24
S92000003,Scotland,nation,2020-03-12,23
S92000003,Scotland,nation,2020-03-11,27
S92000003,Scotland,nation,2020-03-10,29
S92000003,Scotland,nation,2020-03-09,19
S92000003,Scotland,nation,2020-03-08,10
S92000003,Scotland,nation,2020-03-07,9
S92000003,Scotland,nation,2020-03-06,23
S92000003,Scotland,nation,2020-03-05,18
S92000003,Scotland,nation,2020-03-04,9
S92000003,Scotland,nation,2020-03-03,14
S92000003,Scotland,nation,2020-03-02,11
S92000003,Scotland,nation,2020-03-01,3
